"dataset","method","setting","attempted_folds","successful_folds","failed_folds","accuracy","correct","status","first_error_message","method_group"
"haberman","LDA.DD","supervised",306,306,0,0.718954248366013,220,"OK",NA,"DD features"
"haberman","SVM.DD","supervised",306,306,0,0.735294117647059,225,"OK",NA,"DD features"
"haberman","LDA.poly","supervised",306,306,0,0.741830065359477,227,"OK",NA,"DD + polynomial features"
"haberman","SVM.poly","supervised",306,306,0,0.735294117647059,225,"OK",NA,"DD + polynomial features"
"haberman","SSL.orig","semi_supervised",306,306,0,0.722222222222222,221,"OK",NA,"Original representation"
"haberman","SSL.DD","semi_supervised",306,306,0,0.702614379084967,215,"OK",NA,"DD features"
"haberman","SSL.poly","semi_supervised",306,306,0,0.725490196078431,222,"OK",NA,"DD + polynomial features"
"heart","LDA.orig","supervised",270,270,0,0.837037037037037,226,"OK",NA,"Original representation"
"heart","SVM.orig","supervised",270,270,0,0.82962962962963,224,"OK",NA,"Original representation"
"heart","DD.alpha","supervised",270,270,0,0.837037037037037,226,"OK",NA,"DD classifier"
"heart","LDA.DD","supervised",270,270,0,0.618518518518518,167,"OK",NA,"DD features"
"heart","SVM.DD","supervised",270,270,0,0.555555555555556,150,"OK",NA,"DD features"
"heart","LDA.poly","supervised",270,9,261,0.666666666666667,6,"PARTIAL","variable 5 appears to be constant within groups","DD + polynomial features"
"heart","SVM.poly","supervised",270,270,0,0.555555555555556,150,"OK",NA,"DD + polynomial features"
"heart","SSL.orig","semi_supervised",270,270,0,0.688888888888889,186,"OK",NA,"Original representation"
"heart","SSL.DD","semi_supervised",270,270,0,0.596296296296296,161,"OK",NA,"DD features"
"heart","SSL.poly","semi_supervised",270,270,0,0.603703703703704,163,"OK",NA,"DD + polynomial features"
"hemophilia","LDA.orig","supervised",75,75,0,0.853333333333333,64,"OK",NA,"Original representation"
"hemophilia","SVM.orig","supervised",75,75,0,0.853333333333333,64,"OK",NA,"Original representation"
"hemophilia","DD.alpha","supervised",75,75,0,0.84,63,"OK",NA,"DD classifier"
"hemophilia","LDA.DD","supervised",75,75,0,0.813333333333333,61,"OK",NA,"DD features"
"hemophilia","SVM.DD","supervised",75,75,0,0.68,51,"OK",NA,"DD features"
"hemophilia","LDA.poly","supervised",75,75,0,0.8,60,"OK",NA,"DD + polynomial features"
"hemophilia","SVM.poly","supervised",75,75,0,0.6,45,"OK",NA,"DD + polynomial features"
"hemophilia","SSL.orig","semi_supervised",75,75,0,0.866666666666667,65,"OK",NA,"Original representation"
"hemophilia","SSL.DD","semi_supervised",75,75,0,0.786666666666667,59,"OK",NA,"DD features"
"hemophilia","SSL.poly","semi_supervised",75,75,0,0.76,57,"OK",NA,"DD + polynomial features"
"indian_liver_patient_1vs2","LDA.orig","supervised",579,579,0,0.701208981001727,406,"OK",NA,"Original representation"
"indian_liver_patient_1vs2","SVM.orig","supervised",579,579,0,0.715025906735751,414,"OK",NA,"Original representation"
"indian_liver_patient_1vs2","DD.alpha","supervised",579,579,0,0.690846286701209,400,"OK",NA,"DD classifier"
"indian_liver_patient_1vs2","LDA.DD","supervised",579,579,0,0.70293609671848,407,"OK",NA,"DD features"
"indian_liver_patient_1vs2","SVM.DD","supervised",579,579,0,0.715025906735751,414,"OK",NA,"DD features"
"indian_liver_patient_1vs2","LDA.poly","supervised",579,579,0,0.711571675302245,412,"OK",NA,"DD + polynomial features"
"indian_liver_patient_1vs2","SVM.poly","supervised",579,579,0,0.715025906735751,414,"OK",NA,"DD + polynomial features"
"indian_liver_patient_1vs2","SSL.orig","semi_supervised",579,579,0,0.692573402417962,401,"OK",NA,"Original representation"
"indian_liver_patient_1vs2","SSL.DD","semi_supervised",579,579,0,0.711571675302245,412,"OK",NA,"DD features"
"indian_liver_patient_1vs2","SSL.poly","semi_supervised",579,579,0,0.704663212435233,408,"OK",NA,"DD + polynomial features"
"indian_liver_patient_FvsM","LDA.orig","supervised",579,579,0,0.754749568221071,437,"OK",NA,"Original representation"
"indian_liver_patient_FvsM","SVM.orig","supervised",579,579,0,0.756476683937824,438,"OK",NA,"Original representation"
"indian_liver_patient_FvsM","DD.alpha","supervised",579,579,0,0.727115716753022,421,"OK",NA,"DD classifier"
"indian_liver_patient_FvsM","LDA.DD","supervised",579,579,0,0.746113989637306,432,"OK",NA,"DD features"
"indian_liver_patient_FvsM","SVM.DD","supervised",579,579,0,0.758203799654577,439,"OK",NA,"DD features"
"indian_liver_patient_FvsM","LDA.poly","supervised",579,579,0,0.740932642487047,429,"OK",NA,"DD + polynomial features"
"indian_liver_patient_FvsM","SVM.poly","supervised",579,579,0,0.758203799654577,439,"OK",NA,"DD + polynomial features"
"indian_liver_patient_FvsM","SSL.orig","semi_supervised",579,579,0,0.746113989637306,432,"OK",NA,"Original representation"
"indian_liver_patient_FvsM","SSL.DD","semi_supervised",579,579,0,0.730569948186529,423,"OK",NA,"DD features"
"indian_liver_patient_FvsM","SSL.poly","semi_supervised",579,579,0,0.72538860103627,420,"OK",NA,"DD + polynomial features"
"iris_setosavsversicolor","LDA.orig","supervised",100,100,0,1,100,"OK",NA,"Original representation"
